Name,Username,Post Date,Tweet Text,Reply Count,Retweet Count,Like Count
Jamie Floyd,@jamiefloydmusic,May 30,"Missing my Grandfather Sonny today but feeling his energy all around my life right now

#sonny #life #missingyou #bestfriends",20,10,72
Angie,@pherasendiri,May 29,"As for me, I was a bit unlucky and didn't meet any good love, but fortunately, friendship has been taking care of me, thank you, my good sister #Friendship #Sister #Beauty #Woman #Sexy #like #Morning #stroll #Park #Enjoy #Free #Hapiness",1,2,20
"Iskcon,Inc.",@IskconInc,Jun 3,"You Want To Do Friendship With Kṛṣṇa ?

#SrilaPrabhupada #krishnaconsciousness #Krishna #HareKrishna #Iskconinc #Vrindavan #friends #friendship",2,16,144
mustLearnMore,@mustLearnMore,21h,"""Be tolerant with others and strict with yourself.""
— Marcus Aurelius
#stoicism #courage #tenacity #resilience #strength #love #family #friendship #gratitude #wisdom #discipline #philosophy #Christianity #happiness #health #mindfulness #mentalhealth #psychology #mustlearnmore",,1,5
Sara Goldrick-Rab,@saragoldrickrab,Jun 4,"Reunited after 30 years apart. 
#Friendship really is amazing.",2,1,61
Macja Preja,@MacjaPreja,Jun 4,"Happy Sunday from Celine! 

#MacjaPreja #AdoptDontShop #CatsofTwittter #catlover #ShelterCats #bestfriends",1,4,17
★✧ 𝒜𝓁𝒾𝒸𝑒 ✧★,@Alice470971338,Jun 1,"I forgive, but I also learned a lesson. 
I won't hate you, but I'll never get close enough for you to hurt me again. 
I can't let my forgiveness become foolishness. 

 ~ Tony Gaskin

#Respect #Honesty #Loyalty 
#FriendshipGoals",2,5,16
Seth Poling,@SethPoling10,Jun 3," What a fantastic morning watching Seth's ALS Sluggers and Liam tear it up in tee ball! The young sluggers showed some serious skills  But man, the real MVPs was the team, battling through that scorching heat!  #Bestfriends #teamworkmakesthedreamwork #EndALS",8,14,203
Melissa Thom,@MsThomBookitis,Jun 1,"Finished #ControlFreaks tonight and LOVED it soooo much! I just preordered it and YOU should too.  
@LevineQuerido
 #bookposse #JEThomas #STEAMS #Designchallenge #friendship",,22,32
Jake The Silver Lab,@jakesilverlab,18h,"Sharing our best friends forever photo.. we won 1st  prize in a photo contest last year! Do you have a bestie like us? We do not fight at all and we cuddle too! 
#bestfriends #dogsoftwitter #labrador #beautifuldogs #doggo",6,5,89
JennyStyle,@JennyStyle_Kiss,Jun 2,"Weekend bliss in the sun!  Excited for two wonderful days of freedom and meeting up with a dear friend on Sunday afternoon. Can't wait!  Enjoy your weekend, everyone!  #WeekendVibes #Sunshine #Friendship",2,3,44
azzurro.gallery,@AzzurroGallery,Jun 2,"""Soooo much affection""! 
#Video 
#animal  #AnimalsLover 
#love #awesome #dog #Duck #happy #friends #cute #friendship",1,,6
Deborah A. Ryan,@DeborahARyan2,Jun 2,"Thank you, Beautiful Bianca! I'm so Grateful for #Friendship #Love #Kindness & #Soulship !
Hugs  & Love ",1,4,5
Aapka Colors Canada,@AapkaColorsCAN,May 31,"If you know, you know! What dialogue would you use to describe Bela and Ranav’s dynamic? Tell us in the comments!

Watch #Bekaaboo, Sat - Sun, 8pm ET | 9pm PT

#Colors #ColorsCanada #love #Bela #ranav #friendship",5,14,23
mustLearnMore,@mustLearnMore,21h,"""Pain is inevitable. Suffering is optional.""
— Haruki Murakami
#stoicism #courage #tenacity #resilience #strength #love #family #friendship #gratitude #wisdom #discipline #philosophy #Christianity #happiness #health #mindfulness #mentalhealth #psychology #mustlearnmore",,,4
Inspiration by John,@LifeWithJohn,Jun 3,"True friendship takes us by the hand
and reminds us that we are not alone
in the journey. ~ #Friendship",2,8,18
milky ㅇㅈ ♡ ㅇㅈ,@ahnleewhen,Jun 2,"ahs: since we got closer to each other over 3 years we became very chatty when we are together.  besties fr 

#squadgoals 

#DrRomantic3Ep11 #Drromantic3 #AhnHyoSeop #LeeSungKyung",,13,60
Sheena Carroll,@SheenaC07300058,Jun 3,"Epic day to end Saturday football for our P5’s. The improvement of all players has been amazing so thanks to 
@Edin_Football
 for organising fixtures and making it possible to play with our friends and for our school. 
 
@corstorphineps
 #TeamMates #FriendsForever",1,1,10
"Mae loves snc, kat, & stas",@katsxplrx,May 29,"#stasandkatrina: you’re my best friend, i love you forever 

#bestfriends #stnk",4,7,15
Macja Preja,@MacjaPreja,May 29,"Senior gentleman Alex is enjoyed this sunny day and is doing well with his fosters. 
#MacjaPreja #AdoptDontShop #ShelterCats #bestfriends #beauty #catlover #animalshelter #CatsofTwittter #SeniorCat #OldieGoldie",2,4,23
Gary Andrews,@GaryScribbler,Jun 2,I love the ebb and flow of life. How you can meet up with a good friend after ages apart and just pick up where you left off. True friendship is a very precious thing. #doodleaday #friendship,7,2,264
Dream,@Dreamer_Avax,May 29,"You guys look better with a hat 

$Spore 
@sporeproject
 #Avax #bnb #friendship #BSCGEM",4,10,20
Tania Crosse,@TaniaCrosse,Jun 3,"One brutal night destroyed her life.
Can she ever recover?
Find out in this #awardwinning #saga 
#London #WW2 #family #friendship #Dance 
'#Atmospheric story of love & hope' - 
@jenwellswriter
 
http://amzn.to/2Bjeg0g",,37,20
Tavon Taylor,@TwiZt3d_H3aT,Jun 1,My A1 My Ace My Best friend..... Dad loves you lil man always remember I got u #ProudDad #fatherson #love #bestfriends #ANCHOR,,1,17
Tai Babilonia,@taiskates,Jun 3,"Friends since 1971! My skating sister is just as stunning now as she was when she made her film debut alongside the incredibly talented 
@Robby_Benson
  in ""Ice Castles"" I adore #LynnHollyJohnson & when  we're together it's always nonstop giggles!  #friendship #skatingfamily",15,8,210
Bartercard Surrey Storm Pathway,@SurreyStormNPL,Jun 4,"Loved the U15’s session this morning.   Working together, trusting each other.  #SquadGoals #Smiles #Strength #Success #StormRises",,4,28
Fereydon Pirloren,@fPirloren,Jun 3,"In a meeting with my friend Mr. Mitha Khan adviser to chief minister for information:
 #Iran & #Pakistan: One soul, two bodies.  Emphasizing the profound bond between our nations, exchanging delegations is indispensable. Let's foster dialogue, cooperation,  #friendship",1,3,10
SamAnu{Sam Missing Ur Presence,@SamzCraziestFan,Jun 1,"Only I can see lots of good friendship with so much love nd care 
@Samanthaprabhu2
 × 
@TheDeverakonda
 

#FriendsForever 
#SamanthaRuthPrabhu #Kushi #VijayDeverakonda #Samantha",1,14,76
Lorie M,@M5Lorie,May 31,Happy 17th Anniversary to this Terrific Tool Tech!!  Ken Thank You for your dedication to our Team & our Customers! We appreciate all that YOU do! #YourOPHD #YouRock #HomeDepotStrong #SquadGoals #GoTeam ,,2,21
Howard Donald,@HowardDonald,Jun 1,"Just watched a doc about the making of “greatest days”
Truly awesome! 
Can’t wait for you to see the film!
Thankyou for being with us for all these years and supporting us.
Really does mean the world.
Love and health to you all.
#greatestdays #friendship #TTarmy",110,69,"1,118"
Him jones,@Himjonessssss,19h,WOW!!!!!!! So thankful for this program. My friends and I are having the absolute BEST time! Go Breakers  !!!! #USFL #GEAUXBREAKERS #SOMUCHFUN #BESTFRIENDS #LIVSBROTHER #SUPERFAN,1,1,7
The Snoopervisor / Wilma,@WilmaBenton19,Jun 1,"#ThrowbackThursday to the 1st time Nash and I went to the river. He was young and very hyper - and I’d only known him a few months. I was getting annoyed with his border collie energy!! 
#dogsoftwitter #BFFs",17,16,480
Christine,@ShiningPolaris,May 30,"Though I didn’t like to see The Elite lose, to have Wheeler Yuta pin Kenny Omega for the win but using the same maneuver that Chuck Taylor used, was really cool.

He never will forget his dads. 

#aew #aewdon #BestFriends #BlackpoolCombatClub",4,13,160
JOHAR MRM,@Joharmrm010,May 31,"Date: 31th-05-2023
This is (CHW) Of FRIENDSHIP-PHC Whereby (implant) and (IUD) Family Planning Methods patients Referred more. 
therefore. them giving this gift 
by. Ipas org
#Implant & #IUD #Campaign 
Camp: 20Ext. Friendship-Health
By-#J=MRM
#Friendship 
#IPAS",,2,5
mustLearnMore,@mustLearnMore,21h,"""The happiness of your life depends upon the quality of your thoughts.""
— Marcus Aurelius
#stoicism #courage #tenacity #resilience #strength #family #friendship #gratitude #wisdom #discipline #philosophy #Christianity #happiness #health #mindfulness #mentalhealth #psychology",,,4
Monkey Haven,@MonkeyIOW,May 30,"Best buddies, Wheat and Treacle 

Their special friendship just melts our hearts and they’re pretty good at posing for photos too! Picture perfect guys 
#javanlangur #friendshipgoals",,20,95
Bora Muzhaqi,@bora_muzhaqi,Jun 4,"Glad to have been part of the celebration of the Italian Republic , at 'Italia' square. The friendship between our two nations continues to grow stronger every day. 

#Italy #friendship #albania #festadellarepubblicaitaliana",1,2,21
Sanctuary Runners Ireland,@SanctuaryRunner,Jun 4,"We’re Ready! 
@TheCorkMarathon
 #Solidarity #Friendship #Respect 
@corkcitycouncil
 @PaschalSheehy
 @soniaagrith",1,16,112
Lisi,@happylilly70,19h,"When you wanna talk about 
@JamesArthur23
 talk about this #UK #media #jamesarthurlove #jamesarthurmusic #dedication #friendship #charity #standingupagainstbulling ",,5,8
Heidi Yates,@HeidiKYates,Jun 4,"I love Benson Shum's work! His new picture book, CINDY AND PANDA, is a sweet story of friendship that ends with a scrumptious pie recipe. It couldn't be better!

#picturebook #kidlit #friendship #pierecipe
@bshum79
 ",1,4,18
Tania Crosse,@TaniaCrosse,Jun 3,"Four gripping #sagas by #awardwinning #Author 
#1930s #WW2 #Kent #London #friendship #family #drama #suspense  
'Intense, emotive'
'Searing emotional drama'  
http://amzn.to/31m6Ioi 
http://amzn.to/2kzxcCJ 
http://amzn.to/2LesHLe 
http://amzn.to/2Bjeg0g",,6,5
Lisi,@happylilly70,19h,"When you wanna talk about 
@JamesArthur23
 talk about this #UK #media #jamesarthurlove #jamesarthurmusic #dedication #friendship #charity #standingupagainstbulling ",,6,9
Marlene - Spencer and Trina's Everlasting Love,@SprinaForever,Jun 4,"@iamaliford
 and her mom #TabyanaAli #TabyanaMom #BestFriends  #gh",1,3,21
Macja Preja,@MacjaPreja,Jun 3," Stevie is a special guy, he loves toys and playing, is very enthusiastic about food and comes when you call his name.

Posvoji me! 

#MacjaPreja #AdoptDontShop #Caturday #ShelterCats #bestfriends #beauty #CatsofTwittter #catlover #sweetboy #blackcat",1,5,19
ReCall The Midwife,@RECallthemidPod,Jun 2,"Join us on our listeners special podcast where we (3 best friends, 2 Brits and 1 American) answer YOUR questions! We had so many it had to be in two parts!  #callthemidwife #midwife #podcast #bestfriends #manners https://shows.acast.com/recall-the-midwife…",,,6
Becky Lil Maple Leaf of Love,@Bec2Yeg,Jun 3,"After I fell, I found out one of my friends passed. The friend I'm hugging let me know the other one was gone. So tonight, at dinner, I ordered her a glass too. Rest in peace dear Sandy. We had so many wonderful times. Cheers  #lifeisagift #RIP #ThankYou #friendship ",33,2,78
Mariska Haring,@MariskaRocLuh,May 29,"SISTER FROM ANOTHER MISTER. 
@LaurelLHolloman
 and 
@tracymiddendorf
  #friendship #BFF",2,2,60
Inspiration by John,@LifeWithJohn,Jun 1,Friendship is the tie that binds kindred hearts and minds...together. ~ #TrueFriends,,16,36
Everyday,@Everydayfumetto,Jun 3," Looking for Snow Song - 20

#fumetto #fumettista #strisciacomica #fumettoindipendente #compiti #scuola #gag #arte #comics #comicstrip #friends #friendship

Sorry for my bad english",1,1,12
Inspiration by John,@LifeWithJohn,May 29,Friends may change but the memories last forever. ~ #TrueFriends,1,7,16
Natalie Herman,@NatalieAHerman,Jun 1,"“A real friend is one who walks in when the rest of the world walks out” Walter Winchell.

#happiness #friendship #authenticity #natalieherman",,1,6
TheEnglishCaravanCo,@TheEnglishCarav,Jun 4,"Morning Campers!...  

#morningcampers #haveagreatday #lotsoflove #caravanlove #friendship #love  #caravanfamily #smile #behappy",,2,8
Sanja Hirkic,@SanjaHirkic,Jun 3,"amazing 
But not surprising when there is so much positive influence on people's lives... it's no wonder you’re get the your own day #love #friendship #humanity #mariage #bestshowontheworld #OutlanderDay #thefrasers",,2,7
Lee ♡｡⁠.ﾟ,@kdrama_lee,Jun 4,"Me & my Twitter friends.  ♡ 
#friendship #FRIENDS4EVER #nostalgia #kdramatwt",1,2,3
mustLearnMore,@mustLearnMore,21h,"""He who suffers before it is necessary, suffers more than it is necessary.""
— Seneca
#stoicism #courage #tenacity #resilience #strength #love #family #friendship #gratitude #wisdom #discipline #philosophy #Christianity #happiness #health #mindfulness #mentalhealth #psychology",,,5
British Soap Awards,@SoapAwards,Jun 4,"Setting the bar high for #squadgoals on the red carpet  #BritishSoapAwards2023 
@Hollyoaks",3,30,221
Luna Beckett,@LunaBKT,Jun 1,"""Creative minds at work in London's vibrant cafe scene #filmmaking #drawing #friendshipgoals""",,,7
Kay Maynard,@brook_cottage_,Jun 1,"The sensible ones 
#Dachshund #ragdoll #bestfriends",3,3,158
Nicola Taylor (she/her),@nicolabarwick35,Jun 4,Didn't take many pictures but what a night #ArcticMonkeys #RoadTrip #bestfriends,,,5
FIN,@SkellieFIN,May 30,"GM World !

#Squadgoals is today !

Team up with us in discord together for another week of fun !

http://Discord.gg/acidverse",5,3,15
Cooper,@29_chubbyAmelia,May 29,"Thank you to Petunia Mae 
@PetuniaMaePug
 for my turtle stuffie  that Granny helped pick out.  I love it!  Also, thanks for my blueberry treats (not pictured), they're yummy.  #dogsoftwitter #friendship",13,15,174
Windy Thees,@CoachWThees,Jun 4,Officially official . Congratulations to Lorna and Gina! #Scotland #friendship #weddingday,,1,17
Qarib Zohaib,@QaribZohaib,May 31,Those who can relate are the lucky ones #bestfriends,1,,1
Dr Angela Flynn -Refugees Welcome,@angevf,Jun 4,"What an amazing day. Always so special to run with 
@SanctuaryRunner
 and even better when it’s in #Cork!  10k 
@TheCorkMarathon
 in the bag. Very happy with that despite the heat. 
@SanctuaryRunCor
 
#Solidarity #Friendship #Respect #RunAsOne #NowMoreThanEver",4,6,67
Teri Lynn,@TeriLynn__,Jun 3,"Thank you for being a friend
Traveled down a road and back again
Your heart is true, you're a pal and a confidant
#AndrewGold #CrystalKnives #cat #prayingmantis #friendship",5,,20
Lawrence Wray,@lawrence_wray,Jun 3,"Your friends will believe in your potential, your enemies will make you live up to it. - Tim Fargo #friendship",,4,4
Dermot Brennan,@contejour,May 30,"Watercolour titled .....Summer days .....

#art #watercolour #watercolor #beauty #nature #sisters #friendship #love",4,17,87
𝙹𝚎𝚜𝚜𝚒𝚌𝚊 𝙶𝚞𝚎𝚛𝚛𝚒𝚎𝚛𝚒,@witandspitup,Jun 3,"There are no more supportive people in the world than the friends we meet in recovery. 

We invented #SquadGoals

#RecoveryPosse #odaat #recovery",3,4,27
GREATEST DAYS The Film,@GREATESTDAYSfan,May 31,"Dive in and tear up the dancefloor with 
@jaydeadams
 and 
@carragonguesty
 as CLAIRE 

Don't miss the feel good film of the year in #GreatestDaysMovie. Hitting the big screen in UK and ROI from June 16
#greatestdaysmovie #Friendship #theboys #Elysianfilmgrouo 
#swearitonthefans",2,9,24
jackie_babe,@CraziieSexyKool,18h,When they both BADD #bestfriends,,,4
𝚠𝚊𝚗𝚊 ♡,@waaaaannaa,Jun 4,"Blessed with the best  
#truefriends",,,2
JJAANN US,@jjaann_us,Jun 4,"Happy National Hug Your Cat Day!

Did you chase your cat around for the perfect selfie?

Share with us a funny story with your kitty.

#cat #cats #love #friends #bestfriends #kittens",,,8
Sharrell Angel,@Angel8825,Jun 4,"I miss them on my TV screen... She really hit bro with that belt
I hope we can get another scene with them in season 6 or 7!!!
#SistasOnBET #bestfriends #Zac #Danni",,,4
Queensrÿche,@queensryche,Jun 2,"Eddie, Casey, Matthew Barlow (of Ashes of Ares) and Todd at the Baltimore Soundstage having a blast together! #Queensryche #friends #friendship",2,5,62
Vashu Sharma,@theworldqueenkv,Jun 3,"#KV Sharma
         #Shayari 
#Dosti 
               #friendship 
#Bff",1,,3
•ĐɆ฿Ɽ₳•,@RoseVioletDeb,Jun 2," Being there for a friend is one of the greatest gifts you can give.

Another one is allowing them to be there for you too 

#Love #Caring 
#Friendship ",2,2,19
Dawn,@dawn_itfc,23h,Nice lunch today down on the waterfront having a catch up with a lovely friend  #sun #lunch #chat #friendship #chill #wellbeing #timeout #isaacsonthequay,,,14
mimi (Digital Creator),@mimi_ki_memes,Jun 4,"@ Mention 2nd person from your friend list 
Let see who will do like this after his/her marriage 
#bestfriends
#besties #marriage #SCENE",,,
Rotaract Club of Bwebajja,@RAC_Bwebajja,Jun 1,"Just had an amazing visit with the Saipali Rotaract Club! We shared our passion for Rotary and learned so much from each other. It's inspiring to see how we can work together to make a positive impact in our communities.
#RotaryInternational #ServiceAboveSelf #Friendship",,8,31
Tai Babilonia,@taiskates,May 30,"Memories of a 9 year old! Here's to all the little pair teams... Stay together, work really really hard & never stop believing  Anything is possible! #gratitude #mabelfairbanks #taiandrandy #culvercity   #respect #friendship #commitment #longevity #socalkids #socalskaters",12,16,177
Raniii,@UzirQueen,May 31,"True friendship  happens to be like that of Krishna and Draupadi SELFLESS AND PURE
#Draupadi #Sreekrishna #Govind #Sakhi #Sakha #PoojaSharma #SourabhRaajJain #bestfriends",,2,9
Jason Smullen,@JasonSmullen,Jun 3,"Picked up a tendency from the pitcher and sat on my pitch. Did the job and pushed in the tying run!
#squadgoals",,3,8
WhatsTrill Tv,@whatstrilltv,Jun 3,"What's The Best Zodiac Sign?

Random Sh!t Show Ep.3
#zodiac #friendship",,,
OddBirds Comics,@OddBirdsComics,Jun 3,"Shortcake and Cajeta 
#bestfriends #characterart #webcomic",,3,7
Macja Preja,@MacjaPreja,Jun 2,"Beautiful Bea says it's a good day to take a nap. 

http://PayPal.me/macjapreja
SMS 1919 MUCKE5

#macjapreja #adoptdontshop #catsofinstagram #catsoftwitter #beauty #animalshelter #sheltercats #catlover #bestfriends #tabbycats",1,4,16
Dee Ma'ae,@D_maae32,May 30,"Bringing in 2 runs to tie the game in front of this insane crowd was crucial! Came thru for my team w/ .500 batting average during playoffs. #Blessed #CIFChamps #squadgoals 
@TopPreps
 @CoastRecruits
 @WildcatsWeil
 @SBRRetweets
 @SunilSunderRaj3
 @theuncommits",,4,31
•ĐɆ฿Ɽ₳•,@RoseVioletDeb,May 29," Friendship is born at that moment when one person says to another, 'What! You too? I thought I was the only one'. 

#Quote  CSLewis 
#Friendship 
#SoulConnections ",,6,33
Urban Asian,@UrbanAsian,Jun 2,"Best friends forever 
Check out this amazing picture of actors Pulkit Bangia and Megha Ray from the sets of Sapnon ki Chhalaang
@MeghaRay0109
#sapnonkichhalaang  #bestfriends #love #happy
#megharay #megha #abhika
#pulkitbangia",,11,18
Tracey J Cottrell,@deli_tracey,Jun 3,Thankyou for all our wedding anniversary wishes  34 years today  #blessed #bestfriends #myworld,20,,72
Anthony Von Geek,@anthonyvongeek,May 31,Yesterday was my #birthday and I celebrated it with my family of best friends. #bestfriends #celebrate ,,,
The Main Channel,@MainChannel_,Jun 1,"'...an entertaining story kids will sink their teeth into!'

http://viewbook.at/AmazonBellyacheBook…

'5- 
@CrystalMarcos
 has written a real winner!'

#childrensbooks #kidsbooks #friendship #forgiveness #bullying #kindness #adventure #magic #fantasy #IARTG #audiobooks #books #ebooks #Kindle",1,20,14
Suresh Madushanka,@SMadushnaka,Jun 1,"Having the opportunity to meet #friends after a while and have a conversation is a great inspiration in #life. Checkout interesting #lifestyle #blog on #hive blockchain. Enjoying a beautiful walk with my friends from Hive 
#friendship #posh",1,4,16
Gale Riding,@RidingGale,Jun 1,Mylo Finds A Friend #authors #writers #friendship #kindness #compassion #love #readers,,3,3
CIPLUKAN,@juwadikimiyaho2,May 31,"Her appearance is very charming. She is top class. 
""Wish bright career, always love""
@KissMeAgain99
 @Amy89002
 
#friendship",,9,4
Deanie H. Dunne,@DeanieHDunne,Jun 3,"https://rb.gy/bfzmqp
Why is Wilbur smiling from headlight to headlight? Because he's still # on #AuthorsDen in #childrensBooks #bedtime #dreaming #friendship #kindness #changes #reducedpricePaperback #checkitout",,3,3
18 4eva,@MoseleySelenia,Jun 2,Another Amazing Live with this Beautiful Man #obw #fun #williamwhite #friendship #globallove ,,1,14
Tania Crosse,@TaniaCrosse,May 30,"She sacrifices her love for duty -  but can she live with the consequences?   
#Ireland #WW2 #Plymouth #Blitz #saga #suspense #drama #heartbreak #family #friendship http://amzn.to/3fB54vd      
Bk 10 #Devon #series  
£1.99 #KindleUnlimited #paperback #Audio",1,55,28
Viking_Beard_Club_UK,@VBCUK_Official,Jun 4," 𝐏𝐫𝐢𝐝𝐞 𝐌𝐨𝐧𝐭𝐡 𝟐𝟎𝟐𝟑 

“Equality means more than passing laws. The struggle is really won in the hearts and minds of the community, where it really counts.”
 – Barbara Gittings

#pride #pridemonth #Pride2023
#beard #beardclub #Brotherhood #friends #friendship #VBCUK",,3,5
Know Your Worth King,@KywkJ,May 30,"One thing I know about women is they hate when men ended things first. You can tell it needed to be done because of how she addressed his girlfriend. The funny thing is, women cut off male friends over a relationship all the time. #bestfriend #friendship #dating #relationships",,,
Sanctuary Runners Ireland,@SanctuaryRunner,Jun 3,"Looks who’s arrived in Cork!! It’s our wonderful Noel - he’ll be pacing the half marathon tomorrow - getting last minute instructions from the boss 
@hayzor78
  @TheCorkMarathon
 

#RunAsOne #Solidarity #Friendship #Respect #Nowmorethanever",1,9,32
Inspiration by John,@LifeWithJohn,Jun 3,"We will be friends 'till we're old and forgetful. Then, we can be new friends. ~ Wonderful when you have friends for life. ~ #TrueFriends",1,8,16
Nilanjana Rajawat,@NilanjanaRajaw1,Jun 1,"""Find a group of people who challenge and inspire you, spend a lot of time with them, and it will change your life.""
#Friendship",5,8,17
