Name,Username,Date_Posted,Tweet,Reply_Count,Retweet_Count,Like_Count,Relations
Him jones,@Himjonessssss,19h,WOW!!!!!!! So thankful for this program. My friends and I are having the absolute BEST time! Go Breakers  !!!! #USFL #GEAUXBREAKERS #SOMUCHFUN #BESTFRIENDS #LIVSBROTHER #SUPERFAN,1.0,1.0,7,friendship
The Snoopervisor / Wilma,@WilmaBenton19,Jun 1,"#ThrowbackThursday to the 1st time Nash and I went to the river. He was young and very hyper - and I’d only known him a few months. I was getting annoyed with his border collie energy!! 
#dogsoftwitter #BFFs",17.0,16.0,480,friendship
Christine,@ShiningPolaris,May 30,"Though I didn’t like to see The Elite lose, to have Wheeler Yuta pin Kenny Omega for the win but using the same maneuver that Chuck Taylor used, was really cool.

He never will forget his dads. 

#aew #aewdon #BestFriends #BlackpoolCombatClub",4.0,13.0,160,friendship
JOHAR MRM,@Joharmrm010,May 31,"Date: 31th-05-2023
This is (CHW) Of FRIENDSHIP-PHC Whereby (implant) and (IUD) Family Planning Methods patients Referred more. 
therefore. them giving this gift 
by. Ipas org
#Implant & #IUD #Campaign 
Camp: 20Ext. Friendship-Health
By-#J=MRM
#Friendship 
#IPAS",,2.0,5,friendship
mustLearnMore,@mustLearnMore,21h,"""The happiness of your life depends upon the quality of your thoughts.""
— Marcus Aurelius
#stoicism #courage #tenacity #resilience #strength #family #friendship #gratitude #wisdom #discipline #philosophy #Christianity #happiness #health #mindfulness #mentalhealth #psychology",,,4,friendship
Monkey Haven,@MonkeyIOW,May 30,"Best buddies, Wheat and Treacle 

Their special friendship just melts our hearts and they’re pretty good at posing for photos too! Picture perfect guys 
#javanlangur #friendshipgoals",,20.0,95,friendship
Bora Muzhaqi,@bora_muzhaqi,Jun 4,"Glad to have been part of the celebration of the Italian Republic , at 'Italia' square. The friendship between our two nations continues to grow stronger every day. 

#Italy #friendship #albania #festadellarepubblicaitaliana",1.0,2.0,21,friendship
Sanctuary Runners Ireland,@SanctuaryRunner,Jun 4,"We’re Ready! 
@TheCorkMarathon
 #Solidarity #Friendship #Respect 
@corkcitycouncil
 @PaschalSheehy
 @soniaagrith",1.0,16.0,112,friendship
Lisi,@happylilly70,19h,"When you wanna talk about 
@JamesArthur23
 talk about this #UK #media #jamesarthurlove #jamesarthurmusic #dedication #friendship #charity #standingupagainstbulling ",,5.0,8,friendship
Heidi Yates,@HeidiKYates,Jun 4,"I love Benson Shum's work! His new picture book, CINDY AND PANDA, is a sweet story of friendship that ends with a scrumptious pie recipe. It couldn't be better!

#picturebook #kidlit #friendship #pierecipe
@bshum79
 ",1.0,4.0,18,friendship
Tania Crosse,@TaniaCrosse,Jun 3,"Four gripping #sagas by #awardwinning #Author 
#1930s #WW2 #Kent #London #friendship #family #drama #suspense  
'Intense, emotive'
'Searing emotional drama'  
http://amzn.to/31m6Ioi 
http://amzn.to/2kzxcCJ 
http://amzn.to/2LesHLe 
http://amzn.to/2Bjeg0g",,6.0,5,friendship
Lisi,@happylilly70,19h,"When you wanna talk about 
@JamesArthur23
 talk about this #UK #media #jamesarthurlove #jamesarthurmusic #dedication #friendship #charity #standingupagainstbulling ",,6.0,9,friendship
Marlene - Spencer and Trina's Everlasting Love,@SprinaForever,Jun 4,"@iamaliford
 and her mom #TabyanaAli #TabyanaMom #BestFriends  #gh",1.0,3.0,21,friendship
Macja Preja,@MacjaPreja,Jun 3," Stevie is a special guy, he loves toys and playing, is very enthusiastic about food and comes when you call his name.

Posvoji me! 

#MacjaPreja #AdoptDontShop #Caturday #ShelterCats #bestfriends #beauty #CatsofTwittter #catlover #sweetboy #blackcat",1.0,5.0,19,friendship
ReCall The Midwife,@RECallthemidPod,Jun 2,"Join us on our listeners special podcast where we (3 best friends, 2 Brits and 1 American) answer YOUR questions! We had so many it had to be in two parts!  #callthemidwife #midwife #podcast #bestfriends #manners https://shows.acast.com/recall-the-midwife…",,,6,friendship
Becky Lil Maple Leaf of Love,@Bec2Yeg,Jun 3,"After I fell, I found out one of my friends passed. The friend I'm hugging let me know the other one was gone. So tonight, at dinner, I ordered her a glass too. Rest in peace dear Sandy. We had so many wonderful times. Cheers  #lifeisagift #RIP #ThankYou #friendship ",33.0,2.0,78,friendship
Mariska Haring,@MariskaRocLuh,May 29,"SISTER FROM ANOTHER MISTER. 
@LaurelLHolloman
 and 
@tracymiddendorf
  #friendship #BFF",2.0,2.0,60,friendship
Inspiration by John,@LifeWithJohn,Jun 1,Friendship is the tie that binds kindred hearts and minds...together. ~ #TrueFriends,,16.0,36,friendship
Everyday,@Everydayfumetto,Jun 3," Looking for Snow Song - 20

#fumetto #fumettista #strisciacomica #fumettoindipendente #compiti #scuola #gag #arte #comics #comicstrip #friends #friendship

Sorry for my bad english",1.0,1.0,12,friendship
Inspiration by John,@LifeWithJohn,May 29,Friends may change but the memories last forever. ~ #TrueFriends,1.0,7.0,16,friendship
Natalie Herman,@NatalieAHerman,Jun 1,"“A real friend is one who walks in when the rest of the world walks out” Walter Winchell.

#happiness #friendship #authenticity #natalieherman",,1.0,6,friendship
TheEnglishCaravanCo,@TheEnglishCarav,Jun 4,"Morning Campers!...  

#morningcampers #haveagreatday #lotsoflove #caravanlove #friendship #love  #caravanfamily #smile #behappy",,2.0,8,friendship
Sanja Hirkic,@SanjaHirkic,Jun 3,"amazing 
But not surprising when there is so much positive influence on people's lives... it's no wonder you’re get the your own day #love #friendship #humanity #mariage #bestshowontheworld #OutlanderDay #thefrasers",,2.0,7,friendship
Lee ♡｡⁠.ﾟ,@kdrama_lee,Jun 4,"Me & my Twitter friends.  ♡ 
#friendship #FRIENDS4EVER #nostalgia #kdramatwt",1.0,2.0,3,friendship
mustLearnMore,@mustLearnMore,21h,"""He who suffers before it is necessary, suffers more than it is necessary.""
— Seneca
#stoicism #courage #tenacity #resilience #strength #love #family #friendship #gratitude #wisdom #discipline #philosophy #Christianity #happiness #health #mindfulness #mentalhealth #psychology",,,5,friendship
British Soap Awards,@SoapAwards,Jun 4,"Setting the bar high for #squadgoals on the red carpet  #BritishSoapAwards2023 
@Hollyoaks",3.0,30.0,221,friendship
Luna Beckett,@LunaBKT,Jun 1,"""Creative minds at work in London's vibrant cafe scene #filmmaking #drawing #friendshipgoals""",,,7,friendship
Kay Maynard,@brook_cottage_,Jun 1,"The sensible ones 
#Dachshund #ragdoll #bestfriends",3.0,3.0,158,friendship
Nicola Taylor (she/her),@nicolabarwick35,Jun 4,Didn't take many pictures but what a night #ArcticMonkeys #RoadTrip #bestfriends,,,5,friendship
FIN,@SkellieFIN,May 30,"GM World !

#Squadgoals is today !

Team up with us in discord together for another week of fun !

http://Discord.gg/acidverse",5.0,3.0,15,friendship
Cooper,@29_chubbyAmelia,May 29,"Thank you to Petunia Mae 
@PetuniaMaePug
 for my turtle stuffie  that Granny helped pick out.  I love it!  Also, thanks for my blueberry treats (not pictured), they're yummy.  #dogsoftwitter #friendship",13.0,15.0,174,friendship
Windy Thees,@CoachWThees,Jun 4,Officially official . Congratulations to Lorna and Gina! #Scotland #friendship #weddingday,,1.0,17,friendship
Qarib Zohaib,@QaribZohaib,May 31,Those who can relate are the lucky ones #bestfriends,1.0,,1,friendship
Dr Angela Flynn -Refugees Welcome,@angevf,Jun 4,"What an amazing day. Always so special to run with 
@SanctuaryRunner
 and even better when it’s in #Cork!  10k 
@TheCorkMarathon
 in the bag. Very happy with that despite the heat. 
@SanctuaryRunCor
 
#Solidarity #Friendship #Respect #RunAsOne #NowMoreThanEver",4.0,6.0,67,friendship
Teri Lynn,@TeriLynn__,Jun 3,"Thank you for being a friend
Traveled down a road and back again
Your heart is true, you're a pal and a confidant
#AndrewGold #CrystalKnives #cat #prayingmantis #friendship",5.0,,20,friendship
Lawrence Wray,@lawrence_wray,Jun 3,"Your friends will believe in your potential, your enemies will make you live up to it. - Tim Fargo #friendship",,4.0,4,friendship
Dermot Brennan,@contejour,May 30,"Watercolour titled .....Summer days .....

#art #watercolour #watercolor #beauty #nature #sisters #friendship #love",4.0,17.0,87,friendship
𝙹𝚎𝚜𝚜𝚒𝚌𝚊 𝙶𝚞𝚎𝚛𝚛𝚒𝚎𝚛𝚒,@witandspitup,Jun 3,"There are no more supportive people in the world than the friends we meet in recovery. 

We invented #SquadGoals

#RecoveryPosse #odaat #recovery",3.0,4.0,27,friendship
GREATEST DAYS The Film,@GREATESTDAYSfan,May 31,"Dive in and tear up the dancefloor with 
@jaydeadams
 and 
@carragonguesty
 as CLAIRE 

Don't miss the feel good film of the year in #GreatestDaysMovie. Hitting the big screen in UK and ROI from June 16
#greatestdaysmovie #Friendship #theboys #Elysianfilmgrouo 
#swearitonthefans",2.0,9.0,24,friendship
jackie_babe,@CraziieSexyKool,18h,When they both BADD #bestfriends,,,4,friendship
𝚠𝚊𝚗𝚊 ♡,@waaaaannaa,Jun 4,"Blessed with the best  
#truefriends",,,2,friendship
JJAANN US,@jjaann_us,Jun 4,"Happy National Hug Your Cat Day!

Did you chase your cat around for the perfect selfie?

Share with us a funny story with your kitty.

#cat #cats #love #friends #bestfriends #kittens",,,8,friendship
Sharrell Angel,@Angel8825,Jun 4,"I miss them on my TV screen... She really hit bro with that belt
I hope we can get another scene with them in season 6 or 7!!!
#SistasOnBET #bestfriends #Zac #Danni",,,4,friendship
Queensrÿche,@queensryche,Jun 2,"Eddie, Casey, Matthew Barlow (of Ashes of Ares) and Todd at the Baltimore Soundstage having a blast together! #Queensryche #friends #friendship",2.0,5.0,62,friendship
Vashu Sharma,@theworldqueenkv,Jun 3,"#KV Sharma
         #Shayari 
#Dosti 
               #friendship 
#Bff",1.0,,3,friendship
•ĐɆ฿Ɽ₳•,@RoseVioletDeb,Jun 2," Being there for a friend is one of the greatest gifts you can give.

Another one is allowing them to be there for you too 

#Love #Caring 
#Friendship ",2.0,2.0,19,friendship
Dawn,@dawn_itfc,23h,Nice lunch today down on the waterfront having a catch up with a lovely friend  #sun #lunch #chat #friendship #chill #wellbeing #timeout #isaacsonthequay,,,14,friendship
mimi (Digital Creator),@mimi_ki_memes,Jun 4,"@ Mention 2nd person from your friend list 
Let see who will do like this after his/her marriage 
#bestfriends
#besties #marriage #SCENE",,,,friendship
Rotaract Club of Bwebajja,@RAC_Bwebajja,Jun 1,"Just had an amazing visit with the Saipali Rotaract Club! We shared our passion for Rotary and learned so much from each other. It's inspiring to see how we can work together to make a positive impact in our communities.
#RotaryInternational #ServiceAboveSelf #Friendship",,8.0,31,friendship
Tai Babilonia,@taiskates,May 30,"Memories of a 9 year old! Here's to all the little pair teams... Stay together, work really really hard & never stop believing  Anything is possible! #gratitude #mabelfairbanks #taiandrandy #culvercity   #respect #friendship #commitment #longevity #socalkids #socalskaters",12.0,16.0,177,friendship
Raniii,@UzirQueen,May 31,"True friendship  happens to be like that of Krishna and Draupadi SELFLESS AND PURE
#Draupadi #Sreekrishna #Govind #Sakhi #Sakha #PoojaSharma #SourabhRaajJain #bestfriends",,2.0,9,friendship
Jason Smullen,@JasonSmullen,Jun 3,"Picked up a tendency from the pitcher and sat on my pitch. Did the job and pushed in the tying run!
#squadgoals",,3.0,8,friendship
WhatsTrill Tv,@whatstrilltv,Jun 3,"What's The Best Zodiac Sign?

Random Sh!t Show Ep.3
#zodiac #friendship",,,,friendship
OddBirds Comics,@OddBirdsComics,Jun 3,"Shortcake and Cajeta 
#bestfriends #characterart #webcomic",,3.0,7,friendship
Macja Preja,@MacjaPreja,Jun 2,"Beautiful Bea says it's a good day to take a nap. 

http://PayPal.me/macjapreja
SMS 1919 MUCKE5

#macjapreja #adoptdontshop #catsofinstagram #catsoftwitter #beauty #animalshelter #sheltercats #catlover #bestfriends #tabbycats",1.0,4.0,16,friendship
Dee Ma'ae,@D_maae32,May 30,"Bringing in 2 runs to tie the game in front of this insane crowd was crucial! Came thru for my team w/ .500 batting average during playoffs. #Blessed #CIFChamps #squadgoals 
@TopPreps
 @CoastRecruits
 @WildcatsWeil
 @SBRRetweets
 @SunilSunderRaj3
 @theuncommits",,4.0,31,friendship
•ĐɆ฿Ɽ₳•,@RoseVioletDeb,May 29," Friendship is born at that moment when one person says to another, 'What! You too? I thought I was the only one'. 

#Quote  CSLewis 
#Friendship 
#SoulConnections ",,6.0,33,friendship
Urban Asian,@UrbanAsian,Jun 2,"Best friends forever 
Check out this amazing picture of actors Pulkit Bangia and Megha Ray from the sets of Sapnon ki Chhalaang
@MeghaRay0109
#sapnonkichhalaang  #bestfriends #love #happy
#megharay #megha #abhika
#pulkitbangia",,11.0,18,friendship
Tracey J Cottrell,@deli_tracey,Jun 3,Thankyou for all our wedding anniversary wishes  34 years today  #blessed #bestfriends #myworld,20.0,,72,friendship
Anthony Von Geek,@anthonyvongeek,May 31,Yesterday was my #birthday and I celebrated it with my family of best friends. #bestfriends #celebrate ,,,,friendship
The Main Channel,@MainChannel_,Jun 1,"'...an entertaining story kids will sink their teeth into!'

http://viewbook.at/AmazonBellyacheBook…

'5- 
@CrystalMarcos
 has written a real winner!'

#childrensbooks #kidsbooks #friendship #forgiveness #bullying #kindness #adventure #magic #fantasy #IARTG #audiobooks #books #ebooks #Kindle",1.0,20.0,14,friendship
Suresh Madushanka,@SMadushnaka,Jun 1,"Having the opportunity to meet #friends after a while and have a conversation is a great inspiration in #life. Checkout interesting #lifestyle #blog on #hive blockchain. Enjoying a beautiful walk with my friends from Hive 
#friendship #posh",1.0,4.0,16,friendship
Gale Riding,@RidingGale,Jun 1,Mylo Finds A Friend #authors #writers #friendship #kindness #compassion #love #readers,,3.0,3,friendship
CIPLUKAN,@juwadikimiyaho2,May 31,"Her appearance is very charming. She is top class. 
""Wish bright career, always love""
@KissMeAgain99
 @Amy89002
 
#friendship",,9.0,4,friendship
Deanie H. Dunne,@DeanieHDunne,Jun 3,"https://rb.gy/bfzmqp
Why is Wilbur smiling from headlight to headlight? Because he's still # on #AuthorsDen in #childrensBooks #bedtime #dreaming #friendship #kindness #changes #reducedpricePaperback #checkitout",,3.0,3,friendship
